company_name,company_number,company_type,incorporation_date,nature_of_business,registered_office_address,_score
20 GRACECHURCH (GENERAL PARTNER) LIMITED,05835401,ltd,02-06-2006,[66300],C/O Aztec Financial Services (Uk) Limited Forum 4 Fareham England PO15 7AD,9.0
NORTH EAST FINANCE (SUBCO) LIMITED,07039229,ltd,13-10-2009,[66300],"5th Floor,  West One Newcastle Upon Tyne England NE1 3PA",9.0
DIF INFRA YIELD 1 UK LIMITED,06756556,ltd,24-11-2008,[66300],2.05 Clockwise Old Town Hall Bromley England BR1 3FE,9.0
RATHBONES INVESTMENT MANAGEMENT LIMITED,01448919,ltd,17-09-1979,[66300],Port Of Liverpool Building Liverpool L3 1NW,9.0
ELLON FINANCIAL SERVICES LTD,SC355449,ltd,23-02-2009,[66300],C/O Acumen House Peterhead Scotland AB42 1WN,9.0
GAMBLIN INVESTMENTS LIMITED,06664656,ltd,05-08-2008,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
EDENTREE INVESTMENT MANAGEMENT LIMITED,02519319,ltd,06-07-1990,[66300],"Benefact House,  2000 Pioneer Avenue Gloucester United Kingdom GL3 4AW",9.0
A.D.A. INVESTMENT MANAGEMENT LIMITED,01921585,ltd,12-06-1985,[66300],Aldra House Southport PR9 0PG,9.0
AUREUS ASSET MANAGERS LIMITED,07439140,ltd,15-11-2010,[66300],Thames House Leigh-On-Sea England SS9 2QQ,9.0
LGIM REAL ASSETS (OPERATOR) LIMITED,05522016,ltd,28-07-2005,[66300],One Coleman Street null EC2R 5AA,9.0
PHILIP BINFIELD LIMITED,01015442,ltd,23-06-1971,[66300],Station Hse Berkhamsted HP4 2AA,9.0
PELICAN WEALTHORITY LTD,14170414,ltd,14-06-2022,"[64204,64304,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,9.0
CAM WEALTH GROUP LIMITED,05186703,ltd,22-07-2004,[66300],6th Floor The Plaza Liverpool England L3 9QJ,9.0
MORGAN STANLEY INVESTMENT MANAGEMENT LIMITED,01981121,ltd,22-01-1986,[66300],Legal Department Canary Wharf E14 4QA,9.0
PENTECH CAPITAL LIMITED,SC219860,ltd,05-06-2001,[66300],19 Ormidale Terrace Edinburgh Scotland EH12 6DY,9.0
ALPHA ACTIVE INVESTMENTS LIMITED,10202634,ltd,27-05-2016,"[66300,85590, 85600]",71 Winchester Street London SW1V 4NU,9.0
NORDIC FINANCE LTD,11459938,ltd,11-07-2018,"[41100,41201,64992, 66300]",Third Floor London England W1B 3HH,9.0
FRONTLINE FINANCE SOLUTIONS LIMITED,06878056,ltd,15-04-2009,[66300],272 Manchester Road Manchester England M43 6PW,9.0
CBS COMPACT BUSINESS SOLUTIONS LTD.,09034683,ltd,12-05-2014,"[64301,66110, 66300]",Dept 302 43 Owston Road Doncaster DN6 8DA,9.0
SHORT TERM CAPITAL LTD,04926528,ltd,09-10-2003,[66300],6 Breen Close Chester CH3 9PN,9.0
WINDMILL HILL ASSET MANAGEMENT LIMITED,03382235,ltd,05-06-1997,[66300],Windmill Hill Silk Street Aylesbury England HP18 0JZ,9.0
JOHN MARY INVESTMENTS LIMITED,11152745,ltd,16-01-2018,"[66300,68100, 70221]",1 The Forum Peterborough PE2 6FT,9.0
RUNWAY INVESTMENTS LIMITED,01899020,ltd,25-03-1985,[66300],Green Lane Trading Estate York YO30 5PY,9.0
NFU MUTUAL INVESTMENT SERVICES LIMITED,01860029,ltd,01-11-1984,[66300],Tiddington Road Warwickshire CV37 7BJ,9.0
BIOMEDICAL CONTRACTOR SOLUTIONS LTD,14389589,ltd,30-09-2022,"[66300,70221,71122, 74909]",128 City Road London United Kingdom EC1V 2NX,9.0
AEROCOMP LIMITED,05246900,ltd,30-09-2004,[66300],10 Court Farm Mews Stonehouse United Kingdom GL10 3RA,9.0
VINPENTA INVESTMENTS LIMITED,07092506,ltd,01-12-2009,[66300],1 Shearers Drive Spalding PE11 3ZJ,9.0
COURTIERS INVESTMENT SERVICES LIMITED,01387954,ltd,11-09-1978,[66300],18 Hart Street Henley-On-Thames RG9 2AU,9.0
PREMISS LIMITED,04229161,ltd,05-06-2001,[66300],Stockhull House Worcester WR6 5LZ,9.0
SMART INVESTA HUB LTD,12757019,ltd,20-07-2020,"[66300,68100,68209, 82990]",Rutland House Leicester England LE1 5QQ,9.0
ROCKHILL FINANCIAL LTD,14145500,ltd,01-06-2022,"[64205,64999,66120, 66300]",128 City Road London United Kingdom EC1V 2NX,9.0
LIFECOVER LIMITED,04472363,ltd,28-06-2002,[66300],1 Golden Court Richmond TW9 1EU,9.0
USS INVESTMENT MANAGEMENT LIMITED,03380864,ltd,04-06-1997,[66300],Royal Liver Building Merseyside L3 1PY,9.0
INFORMED CHOICE (SOUTH WEST) LIMITED,01738451,ltd,11-07-1983,[66300],18 Church Farm Business Park Bath BA2 9AP,9.0
JANE BALLANTYNE LIMITED,SC295800,ltd,19-01-2006,[66300],21 Portland Road Kilmarnock Scotland KA1 2BT,9.0
MARKET HARMONY LIMITED,03576881,ltd,05-06-1998,[66300],31 Main Street Bourne England PE10 0LL,9.0
REVERA ASSET MANAGEMENT LIMITED,SC255433,ltd,05-09-2003,[66300],7 Castle Street Edinburgh Scotland EH2 3AH,9.0
ASCENCIA INVESTMENT MANAGEMENT LIMITED,05010380,ltd,08-01-2004,[66300],Frenkel House 15 Carolina Way Manchester United Kingdom M50 2ZY,9.0
FINITY ASSET LIMITED,08303728,ltd,22-11-2012,[66300],9 Chester Place London NW1 4NB,9.0
REIGN CAPITAL LIMITED,12937913,ltd,08-10-2020,"[66300,70221, 70229]",1 Canada Square London E14 5AA,9.0
WESTCLIFF FINANCIAL MANAGEMENT LIMITED,05528924,ltd,05-08-2005,[66300],14 Miller Court Tewkesbury England GL20 8DN,9.0
CARLTON SQUARE CAPITAL LIMITED,11536143,ltd,24-08-2018,"[66300, 70221]","Devonshire House,  Level 1,  London United Kingdom W1J 8AJ",9.0
THE WHITE ELEPHANT GROUP LTD,14502208,ltd,23-11-2022,"[64301,66300,68100, 70221]",27 Old Gloucester Street London United Kingdom WC1N 3AX,9.0
AYSTON CAPITAL LTD,08263394,ltd,22-10-2012,[66300],12 Bridewell Place London EC4V 6AP,9.0
SALT ROCK MANAGEMENT LIMITED,08338629,ltd,20-12-2012,[66300],21 Arlington Street London SW1A 1RN,9.0
SOUTH EAST GROWTH FUND MANAGERS LIMITED,03963896,ltd,30-03-2000,[66300],The Coppers 24 Sudbury Road Burton Upon Trent England DE13 8NA,9.0
HOLLYPORT MANAGEMENT LIMITED,SC306421,ltd,07-08-2006,[66300],50 Lothian Road Edinburgh Scotland EH3 9WJ,9.0
O'CONNOR WEALTH MANAGEMENT LIMITED,05643785,ltd,02-12-2005,[66300],Unit 9 Brook Park Gaddesby Lane Leicester England LE7 4ZB,9.0
TENAX CAPITAL LIMITED,05193344,ltd,30-07-2004,[66300],Dominican House Pilgrim Street EC4V 6DE,9.0
HARVEST INTERNATIONAL LIMITED,04642371,ltd,20-01-2003,[66300],"414 Blackpool Road,  Ashton Lancs PR2 2DX",9.0
HOLLIS CAPITAL LIMITED,SC385338,ltd,14-09-2010,[66300],43 Melville Street Edinburgh United Kingdom EH3 7JF,9.0
CENTURION PORTFOLIO MANAGERS LIMITED,06443313,ltd,03-12-2007,[66300],2 Crossways Business Centre Aylesbury HP18 0RA,9.0
AMATI GLOBAL INVESTORS LIMITED,SC199908,ltd,15-09-1999,[66300],8 Coates Crescent Edinburgh Scotland EH3 7AL,9.0
FORREST INVESTMENT MANAGEMENT LIMITED,07016698,ltd,11-09-2009,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
VICTORIA CAPITAL (UK) LIMITED,04988876,ltd,09-12-2003,[66300],9 Sunte Avenue Haywards Heath England RH16 2AB,9.0
GRIFFIN ACCOUNTING SERVICES LTD,07968271,ltd,28-02-2012,[66300],48 Further Green Road London SE6 1JH,9.0
TRISTAN CAPITAL PARTNERS ASSET MANAGEMENT LIMITED,08164350,ltd,01-08-2012,[66300],Berkeley Square House London W1J 6DB,9.0
MERCIA FUND MANAGEMENT LIMITED,06973399,ltd,27-07-2009,[66300],Forward House Henley-In-Arden B95 5AA,9.0
HOME COUNTY VENTURES LIMITED,11715934,ltd,06-12-2018,"[66300,70229, 84130]",The Corner House Aylesford ME20 7BG,9.0
STINKING BISHOP FILMS LTD,08861740,ltd,27-01-2014,"[59111, 66300]",98 Regents Park Road London England NW1 8UG,9.0
WATERFALL ASSET MANAGEMENT HOLDINGS (UK) LIMITED,10004268,ltd,15-02-2016,"[66300, 70221]",3rd Floor 1 Ashley Road Altrincham United Kingdom WA14 2DT,9.0
AETE LIMITED,02619861,ltd,12-06-1991,[66300],15 Buckingham Street null WC2N 6DU,9.0
GRIFFIN FINANCIAL CONSULTANTS LIMITED,07382379,ltd,21-09-2010,[66300],8 Howard Road Bristol BS6 7UT,9.0
M.H.R. HICKS LIMITED,02653362,ltd,11-10-1991,[66300],"Diamond Farm ,  Weston Road Burnham-On-Sea TA8 2RL",9.0
FUSION INVESTMENTS LIMITED,04914627,ltd,29-09-2003,[66300],Kempton Altrincham United Kingdom WA14 2AT,9.0
NEWLION HOLDINGS LIMITED,10298776,ltd,27-07-2016,"[64205,64303,66110, 66300]",Dixcart House Addlestone Road Addlestone United Kingdom KT15 2LE,9.0
TURKISH TRADE & INVESTMENT CONSULTANCY LTD,12840112,ltd,26-08-2020,"[46190,66300,70221, 70229]",28 Harrington Close Reading England RG6 3BU,9.0
MARMEL INVESTMENT MANAGEMENT LTD,06665189,ltd,05-08-2008,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
BA ASSET MANAGEMENT LTD,12781905,ltd,30-07-2020,"[64301,64304,66300, 70221]",39 Blatchington Road Hove England BN3 3YL,9.0
GORDIAN KNOT LIMITED,02853833,ltd,15-09-1993,[66300],North Farm Sawston England CB22 3WE,9.0
INFLEXION GENERAL PARTNER LIMITED,SC219884,ltd,06-06-2001,[66300],50 Lothian Road Edinburgh EH3 9WJ,9.0
KNOX D'ARCY INVESTMENT MANAGEMENT LIMITED,02863879,ltd,19-10-1993,[66300],11 St Jamess Place null SW1A 1NP,9.0
GKF WEALTH MANAGEMENT LIMITED,06713771,ltd,02-10-2008,[66300],"Lytchett House,  13 Freeland Park Wareham Road Poole England BH16 6FA",9.0
CARING INVESTMENTS LIMITED,08315062,ltd,30-11-2012,[66300],Pyramid House London England N12 9RT,9.0
ACCESS CAPITAL PARTNERS (UK) LIMITED,08291889,ltd,13-11-2012,[66300],Central Court London WC2A 1AL,9.0
TERRALINK LTD,14498818,ltd,22-11-2022,"[47910,66300,68310, 70229]",71-75 Shelton Street London United Kingdom WC2H 9JQ,9.0
RANMORE FUND MANAGEMENT LTD,06477512,ltd,18-01-2008,[66300],Coveham House Cobham KT11 3EP,9.0
MAVEN PROPERTY INVESTMENTS LIMITED,SC299736,ltd,28-03-2006,[66300],First Floor Kintyre House Glasgow G2 2LW,9.0
GKA INVESTMENTS LIMITED,06800607,ltd,26-01-2009,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
EVAGO GLOBAL CAPITAL LTD,14404116,ltd,07-10-2022,"[64205,64999,66110, 66300]",233 Springbank Road London United Kingdom SE13 6ST,9.0
ANJAZO MANAGEMENT LIMITED,06881378,ltd,20-04-2009,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
MARK HURST FINANCIAL PLANNING LIMITED,07059439,ltd,28-10-2009,[66300],10 Victoria Road South Southsea England PO5 2DA,9.0
TIRYAKI FINANCIAL CONSULTING LTD,12993600,ltd,03-11-2020,"[56103,66300,70221, 70229]",C/O Fdca- Office 2 Bennet's House Harpenden England AL5 2HU,9.0
RASE LOGISTICS LIMITED,07176873,ltd,03-03-2010,[66300],Oak Lodge Thorpe Lane Market Rasen England LN8 3XJ,9.0
ORROCK INVESTMENT MANAGEMENT LTD,06816307,ltd,11-02-2009,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
WJH INVESTMENT CONSULTING LIMITED,04685399,ltd,04-03-2003,[66300],Heron Island Epsom KT18 7EH,9.0
GKA INTERNATIONAL ASSET MANAGEMENT LIMITED,07232563,ltd,22-04-2010,[66300],6th Floor 55 King Street Manchester M2 4LQ,9.0
RAYMAR INVESTMENTS LIMITED,06226741,ltd,25-04-2007,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,9.0
HINDE CAPITAL LTD,06207559,ltd,10-04-2007,[66300],Carpenters Meadow Udimore England TN31 6AD,9.0
ICG ALTERNATIVE INVESTMENT LIMITED,08547260,ltd,29-05-2013,[66300],Procession House London United Kingdom EC4M 7JW,8.5
PFPNI LTD,NI608597,ltd,12-08-2011,[66300],46 Hill Street Belfast BT1 2LB,8.5
V&B TRADING LTD,10948705,ltd,06-09-2017,"[43999,46900,66300, 90020]",10948705 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,8.5
FM FINANCIAL SOLUTIONS LIMITED,07580031,ltd,28-03-2011,[66300],6 Oliver Road Tonbridge TN12 0TD,8.5
MAGIS CAPITAL HOLDING LTD,14906641,ltd,31-05-2023,"[46900,66120,66300, 70221]",20 Wenlock Road London England N1 7GU,8.5
META ADVISORS LIMITED,08706309,ltd,25-09-2013,[66300],2 Eaton Gate London SW1W 9BJ,8.5
CGN INVESTMENTS LTD,12054155,ltd,17-06-2019,"[64304,66300, 70221]",The Rectory Church Lane Royston England SG8 9QD,8.5
VK MANAGEMENT LIMITED,12291964,ltd,31-10-2019,"[64991,66300,74202, 74209]",128 City Road London United Kingdom EC1V 2NX,8.5
VCAP CAPITAL LTD,10905629,ltd,08-08-2017,"[66300, 70221]",Olivers Barn Witham England CM8 3HY,8.5
LONGFIELD INVESTMENT PARTNERS LIMITED,12095661,ltd,10-07-2019,"[66190, 66300]",73 Cornhill London United Kingdom EC3V 3QQ,8.5
A. E. SHARP LIMITED,07714406,ltd,21-07-2011,[66300],7 Elm Court Stratford Upon Avon CV37 6PA,8.5
IL GUSTO HOLDING LTD,12327134,ltd,21-11-2019,"[64204,64209,64306, 66300]",71-75 Shelton Street London England WC2H 9JQ,8.5
RONI P LIMITED,07838152,ltd,07-11-2011,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,8.5
WILSON GREENE BUSINESS SOLUTIONS LTD,07878313,ltd,12-12-2011,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,8.5
INFRAWORK CAPITAL LIMITED,10629315,ltd,20-02-2017,"[28990,38320,43999, 66300]",Langland Way Langland Way Newport Wales NP19 4ED,8.5
ARABESQUE ASSET MANAGEMENT LTD,08636689,ltd,05-08-2013,[66300],5-7 Ulster Terrace London United Kingdom NW1 4PJ,8.5
PINE TREE PARTNERS LTD,13161371,ltd,27-01-2021,"[66300,68100, 70229]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
RVKNIGHTSBRIDGE LIMITED,07714185,ltd,21-07-2011,[66300],24 Russell Road Northwood England HA6 2LL,8.5
GREEN VENTURES CAPITAL LTD,13660414,ltd,04-10-2021,"[66300,70221, 70229]","Kings Court North Flat 15,  Kings Court North London United Kingdom SW3 5EQ",8.5
FIRST UNITED HOLDINGS LTD,15144591,ltd,18-09-2023,"[64303,64304,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,8.5
RYIAD LTD,14949434,ltd,21-06-2023,"[62090,64999,66300, 96090]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
FISCAL ASSET MANAGEMENT LONDON LTD,15164433,ltd,26-09-2023,"[64205,64303,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,8.5
TRADING COMPASS LTD,15251363,ltd,01-11-2023,"[66190,66300,85590, 85600]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
AZUR FINANCIAL AND ADVISORY SERVICES LTD,13663415,ltd,05-10-2021,"[47910,66190,66220, 66300]",27 Lune Drive Manchester United Kingdom M45 8NL,8.5
KESTROM GLOBAL LIMITED,12337254,ltd,27-11-2019,"[62012,62020,66300, 68100]",128 City Road London United Kingdom EC1V 2NX,8.5
UNITY GROUP MANAGEMENT LIMITED,14678125,ltd,20-02-2023,"[66300,68100,68320, 70229]",590 Green Lanes London England N13 5RY,8.5
JJBB EQUITIES LIMITED,08434932,ltd,07-03-2013,[66300],"113 Warwick House,  2 Chancellor Way London England RM8 2GP",8.5
LIJARO SERVICES LIMITED,07536318,ltd,21-02-2011,[66300],Kings Copse Virginia Water England GU25 4PZ,8.5
SENSIFI LIMITED,14813117,ltd,18-04-2023,"[62090,66190,66300, 85590]",71-75 Shelton Street Shelton Street London England WC2H 9JQ,8.5
DOWNING DEVELOPMENT FINANCE PLC,10952607,plc,08-09-2017,[66300],10 Lower Thames Street London England EC3R 6AF,8.5
CT PARTNERS GROUP LTD,13376174,ltd,05-05-2021,"[62020,66300,70229, 82990]",C/O Lucia Accounts Partners Concord House Dartford England DA1 1UP,8.5
SHAUN HART FINANCIAL PLANNING LIMITED,07850024,ltd,16-11-2011,[66300],Woodstock House The Avenue Lewes BN7 3LL,8.5
EURO LEX POLSKA LTD,15174488,ltd,29-09-2023,"[65300,66220,66300, 70229]",27 Old Gloucester Street London United Kingdom WC1N 3AX,8.5
VAULT INVESTMENTS LTD,14621217,ltd,27-01-2023,"[64999,66110,66190, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
LONDON AND FRANKFURT LIMITED,08564458,ltd,11-06-2013,[66300],1a Shepherd Market London England W1J 7PA,8.5
BNF CAPITAL LIMITED,08474039,ltd,04-04-2013,[66300],25 Hanover Square London England W1S 1JF,8.5
VALLOOP INVESTMENT MANAGEMENT LIMITED,14803768,ltd,15-04-2023,"[64999,66300,70221, 82990]",167-169 Great Portland Street London England W1W 5PF,8.5
ASHMORE INVESTMENT ADVISORS LIMITED,08723494,ltd,08-10-2013,[66300],16 Palace Street London England SW1E 5JD,8.5
SUNTERA DEPOSITARY (UK) LIMITED,08458300,ltd,22-03-2013,[66300],95 Chancery Lane London England WC2A 1DT,8.5
PRIMOSENTIA LTD,14667056,ltd,16-02-2023,"[62012,64304,64999, 66300]",24 Millfield Avenue London United Kingdom E17 5HH,8.5
BIZDB LIMITED,10669975,ltd,14-03-2017,"[59200,62020,66300, 74909]",Chestnut Cottage Main Road Winchester England SO21 2EE,8.5
FRAMECORE CAPITAL LIMITED,14779786,ltd,04-04-2023,"[08990, 09900,64999, 66300]",207 Regent Street London United Kingdom W1B 4ND,8.5
R H BROKING LIMITED,07628557,ltd,10-05-2011,[66300],10 Brixham Close Rayleigh England SS6 9PG,8.5
LUMYNA INVESTMENTS LIMITED,08824800,ltd,23-12-2013,[66300],11 Bressenden Place London United Kingdom SW1E 5BY,8.5
PLAYFAIR CAPITAL INVESTMENTS LIMITED,08410647,ltd,19-02-2013,[66300],8 Warner Yard London EC1R 5EY,8.5
GBIM LIMITED,07746731,ltd,19-08-2011,[66300],Milford House Salisbury England SP1 2BP,8.5
SOVAH LTD,08805033,ltd,06-12-2013,[66300],43 Overstone Road London England W6 0AD,8.5
MUSTARD SEED STEWARDSHIP LTD,15286277,ltd,15-11-2023,"[62090,63110,64999, 66300]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
GL BROTHERS CAPITAL LTD,11767800,ltd,15-01-2019,"[64205,64991,66120, 66300]",128 City Road London United Kingdom EC1V 2NX,8.5
AVANTULO LTD,11969410,ltd,29-04-2019,"[66300, 70229]",20-22 Wenlock Road London England N1 7GU,8.5
AMYNA LTD.,11836954,ltd,20-02-2019,"[64999, 66300]",98 Dukes Avenue London England W4 2AF,8.5
DREAM CHASING INVESTMENT MANAGEMENT COMPANY LTD,13674188,ltd,12-10-2021,"[66110,66190,66300, 70221]",13674188 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,8.5
SVM FINANCIAL LIMITED,15032077,ltd,27-07-2023,"[64209,64304,64999, 66300]",4 Wimbledon Close London England SW20 8HW,8.5
PENTALPHA CAPITAL LTD,08679155,ltd,05-09-2013,[66300],85 Great Portland Street London United Kingdom W1W 7LT,8.5
CORDOVAN CAPITAL MANAGEMENT LIMITED,NI609393,ltd,07-10-2011,[66300],The Kelvin Suite 204 Belfast Northern Ireland BT1 6DE,8.5
CCLA FUND MANAGERS LIMITED,08735639,ltd,16-10-2013,[66300],The Zig Zag Building London England SW1E 6SQ,8.5
OPTIMUS SOCIALLY RESPONSIBLE INVESTMENTS LTD,08623337,ltd,24-07-2013,[66300],33 St. James's Square London England SW1Y 4JS,8.5
DAVID LISTER LIMITED,07619330,ltd,03-05-2011,[66300],Galla House North Finchley N12 0BT,8.5
ANOUSHKA LTD,07645375,ltd,24-05-2011,[66300],80 The Woodfields South Croydon England CR2 0HF,8.5
ATRI CAPITAL LTD,12248794,ltd,08-10-2019,"[64205,64303,64304, 66300]",Flat 12 Peacon House London England NW9 4DS,8.5
KNOX CAPITAL COMPANY LIMITED,08531026,ltd,16-05-2013,[66300],22 Chancery Lane London England WC2A 1LS,8.5
RIBK-UK LTD,14852269,ltd,08-05-2023,"[64999,66300,70221, 70229]",Flat 56 Eldon House London England NW9 5ZP,8.5
ALMA RESOURCES LIMITED,07626744,ltd,09-05-2011,[66300],57 Greystoke Park Newcastle Upon Tyne NE3 2DZ,8.5
MARK LEACH CONSULTING LIMITED,07644555,ltd,24-05-2011,[66300],First Floor Black Country House Oldbury B69 2DG,8.5
HB & JV LIMITED,11961157,ltd,24-04-2019,"[46900,66300,69201, 84210]",124 City Road London England EC1V 2NX,8.5
REALWORLD CAPITAL MANAGEMENT LTD,08688287,ltd,12-09-2013,[66300],Tc Group 6th Floor Kings House London United Kingdom SW1Y 4BP,8.5
ARES MANAGEMENT UK LIMITED,08708339,ltd,27-09-2013,[66300],"C/O Tmf Group,  13th Floor London United Kingdom EC2R 7HJ",8.5
VEC ASSET MANAGEMENT LTD,07849689,ltd,16-11-2011,[66300],Pixies Holt Gods Blessing Green Wimborne England BH21 7DD,8.5
ENDLESS FIRST PARTNER LIMITED,SC401890,ltd,17-06-2011,[66300],50 Lothian Road Edinburgh EH3 9WJ,8.5
BGF GROUP PLC,10657226,plc,07-03-2017,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,8.5
ETHERGY SOLUTIONS LTD,12038964,ltd,07-06-2019,"[66300, 70229]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
NIGEL BANNERMAN SERVICES LIMITED,12164799,ltd,19-08-2019,"[66300,69201, 70221]",5 Owl Close Gloucester England GL4 4WL,8.5
EXECUTIVE LIFESTYLE PLANNING LTD,07656132,ltd,02-06-2011,[66300],24 Market Place Swaffham England PE37 7QH,8.5
PALMERS HILL INVESTMENTS LTD,07662234,ltd,08-06-2011,[66300],Palmers Hill Hagley DY8 2XP,8.5
CHRISTIAN JONES FINANCIAL SERVICES LTD,07669902,ltd,14-06-2011,[66300],10 Northlands Park Swansea Wales SA3 3JW,8.5
SMORGASBORD INVESTMENTS LIMITED,13403892,ltd,17-05-2021,"[64303,64304,66300, 70229]",Lower Woodend House Marlow United Kingdom SL7 2HN,8.5
RYEDALE ASSET MANAGEMENT LTD,07600471,ltd,12-04-2011,[66300],Manor Barn York YO60 7TW,8.5
COLLIANCE INVESTMENTS LTD,13370877,ltd,03-05-2021,"[64306,66300, 70229]",B2 - Colliance Investments 309 Hoe Street London England E17 9BG,8.5
DEN MANAGEMENT LIMITED,NI618892,ltd,14-06-2013,[66300],26 Killew Road Londonderry BT47 4SQ,8.5
SMART INVESTMENT MANAGEMENT LIMITED,08704800,ltd,25-09-2013,[66300],1 Oliver's Yard London England EC1Y 1HQ,8.5
CENTRACAP LIMITED,10860539,ltd,11-07-2017,"[64303,64306, 66300]",14 Ensign House London United Kingdom E14 9XQ,8.5
GREEN CAPITAL PRIVATE ADVISERS LTD,13765159,ltd,25-11-2021,"[64301,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,8.5
RUSHLAKE INTERNATIONAL,13678358,private-unlimited,14-10-2021,"[66300,68100,70221, 70229]",7 Bell Yard London WC2A 2JR,8.5
OCTOPUS AIF MANAGEMENT LIMITED,08802172,ltd,04-12-2013,[66300],"6th Floor,  33 Holborn London EC1N 2HT",8.5
SUNRISE PARTNERS LTD,15103308,ltd,29-08-2023,"[62020,66300,70229, 74901]",71-75 Shelton Street London United Kingdom WC2H 9JQ,8.5
EDINBURGH EURO VENTURES LTD,15150356,ltd,20-09-2023,"[64205,64304,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,8.5
APAX PARTNERS FUND SERVICES LTD,08801930,ltd,04-12-2013,[66300],1 Knightsbridge London United Kingdom SW1X 7LX,8.5
SQUARE MILE INVESTMENT SERVICES LIMITED,08743370,ltd,22-10-2013,[66300],"5th Floor,  101 Wigmore Street London England W1U 1QU",8.5
GEMINI CAPITAL MANAGEMENT LIMITED,07836664,ltd,07-11-2011,[66300],33 Turner Street Manchester England M4 1DW,8.5
CODUR CONSULTANCY LTD,13744948,ltd,15-11-2021,"[47910,66300,70221, 70229]",42 Broomhill Road Nottingham England NG15 6AD,8.5
CROWNGLOBAL CAPITAL HOLDINGS (UK) LIMITED,12273819,ltd,22-10-2019,"[64205,66120,66300, 70100]",3 Portnall Road London England W9 3BA,8.5
VISION AIR FINANCIAL LTD,13353229,ltd,23-04-2021,"[64999,66300,70221, 70229]",21 Hill Street Haverfordwest Wales SA61 1QQ,8.5
GTAM APEX (GENERAL PARTNER) LIMITED,08680717,ltd,06-09-2013,[66300],10th Floor 110 Cannon Street London England EC4N 6EU,8.5
BEEBY INVESTMENTS LTD,07891699,ltd,23-12-2011,[66300],Beeby Manor Main Street Leicester LE7 3BL,8.5
PHIL ANDERSON FINANCIAL SERVICES LTD.,SC409185,ltd,11-10-2011,[66300],8 Bridge Street Ellon Scotland AB41 9AA,8.5
GLOBALSTREAM OIL RESOURCES LTD,15307290,ltd,24-11-2023,"[09100, 09900,64999, 66300]",128 City Road London United Kingdom EC1V 2NX,8.5
RUFFER AIFM LIMITED,08813919,ltd,13-12-2013,[66300],80 Victoria Street London SW1E 5JL,8.5
MAVEN SLF FP LIMITED,SC391763,ltd,18-01-2011,[66300],Kintyre House Glasgow G2 2LW,8.5
ADFX TRADING LTD,11829326,ltd,15-02-2019,"[64999,66300, 85600]",15 Commercial Road Tonbridge England TN12 6EN,8.5
CASH LOANS 4 U LIMITED,07835348,ltd,04-11-2011,[66300],8 Axis Court Mallard Way Swansea Wales SA7 0AJ,8.5
SYNCONA DISCOVERY LIMITED,08767670,ltd,08-11-2013,[66300],8 Bloomsbury Street London England WC1B 3SR,8.5
POSITIVE RETIREMENT PLANNING LIMITED,09569301,ltd,30-04-2015,"[66220,66290, 66300]",32a East Street St. Ives England PE27 5PD,8.5
SUPERFUTURE VENTURES LIMITED,14915708,ltd,05-06-2023,"[64303,64304,66300, 70229]",68 Havilland Mews London England W12 8BG,8.5
