company_name,company_number,company_status,company_type,company_subtype,incorporation_date,registered_date,nature_of_business,registered_office_address,_drop_reason
FUTURE GROWTH CAPITAL LIMITED,15666257,active,ltd,,22-04-2024,22-04-2024,[66300],1 London Wall Place London England EC2Y 5AU,only SIC 66300 + incorporated 2024 or later
ECHIDNA HOLDINGS LIMITED,15731164,active,ltd,,20-05-2024,20-05-2024,[66300],237 Westcombe Hill London United Kingdom SE3 7DW,only SIC 66300 + incorporated 2024 or later
AUGMENTUM FINTECH GP LIMITED,11194622,active,ltd,,08-02-2018,08-02-2018,[66300],5th Floor 4 Chiswell Street London England EC1Y 4UP,name pattern: GP entity
BALYASNY INTERNATIONAL II LTD,14715832,active,ltd,,08-03-2023,08-03-2023,[66300],23 King Street London England SW1Y 6QY,name pattern: roman-numeral fund series suffix
3I GP 2019 (SCOTS) LIMITED,SC630869,active,ltd,,21-05-2019,21-05-2019,"[64205, 66300]",50 Lothian Road Edinburgh Scotland EH3 9WJ,name pattern: GP entity
OXBRIDGE ANGELS NOMINEES 2020 LTD,12145651,active,ltd,,08-08-2019,08-08-2019,[66300],298 A Bath Road Hounslow United Kingdom TW4 7DN,name pattern: nominee entity
NUPPP (GP) LIMITED,04330905,active,ltd,,29-11-2001,29-11-2001,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: GP entity
ABRDN (IL INFRASTRUCTURE DEBT) GP LIMITED,14313126,active,ltd,,23-08-2022,23-08-2022,[66300],280 Bishopsgate London United Kingdom EC2M 4AG,name pattern: GP entity
ICG LONGBOW SENIOR DEBT I GP LIMITED,02276839,active,ltd,,13-07-1988,13-07-1988,[66300],Procession House London United Kingdom EC4M 7JW,name pattern: GP entity
ALTIMIST CAPITAL LTD,15761023,active,ltd,,04-06-2024,04-06-2024,[66300],"34 Switch House West,  Battersea Power Station London United Kingdom SW11 8BD",only SIC 66300 + incorporated 2024 or later
BALYASNY INTERNATIONAL ASSET MANAGEMENT II LIMITED,05384864,active,ltd,,08-03-2005,08-03-2005,[66300],23 King Street London England SW1Y 6QY,name pattern: roman-numeral fund series suffix
HANGAR X LTD,14116953,active,ltd,,19-05-2022,19-05-2022,[66300],15 Cavendish Square West Central England W1G 0AN,name pattern: roman-numeral fund series suffix
AVIVA INVESTORS INFRASTRUCTURE GP LIMITED,07739651,active,ltd,,15-08-2011,15-08-2011,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: GP entity
AVIVA INVESTORS COMMERCIAL ASSETS GP LIMITED,07680828,active,ltd,,23-06-2011,23-06-2011,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: GP entity
FORESIGHT EUROPEAN SOLAR FUND CIP GP LIMITED,SC340909,active,ltd,,07-04-2008,07-04-2008,[66300],C/O Foresight Group Llp Clarence House Edinburgh Scotland EH2 4JS,name pattern: GP entity
BRACKET VENTURE CONSULTING LIMITED,15709189,active,ltd,,08-05-2024,08-05-2024,[66300],3rd Floor 1 Ashley Road Altrincham United Kingdom WA14 2DT,only SIC 66300 + incorporated 2024 or later
TAMI BIDCO LIMITED,11373771,active,ltd,,21-05-2018,21-05-2018,[66300],Ferguson House 15 Marylebone Road London England NW1 5JD,name pattern: bidco
CHICKORY LTD,15786348,active,ltd,,18-06-2024,18-06-2024,[66300],Unit 14 Witney Way Boldon Colliery United Kingdom NE35 9PE,only SIC 66300 + incorporated 2024 or later
NADAV ROSENBERG GP LIMITED,12653099,active,ltd,,08-06-2020,08-06-2020,[66300],27 New Dover Road Canterbury England CT1 3DN,name pattern: GP entity
TECHSTART SGS GP LIMITED,SC613139,active,ltd,,09-11-2018,09-11-2018,[66300],C/O Cms Cameron Mckenna Nabarro Olswang Llp Saltire Court Edinburgh United Kingdom EH1 2EN,name pattern: GP entity
OUESTIA PROPERTY GP LIMITED,09073565,active,ltd,,05-06-2014,05-06-2014,[66300],14th Floor 22 Bishopsgate London United Kingdom EC2N 4BQ,name pattern: GP entity
EXPONENT HAVANA CO-INVESTMENT PARTNERS GP LIMITED,08374481,active,ltd,,24-01-2013,24-01-2013,[66300],30 Broadwick Street London England W1F 8JB,name pattern: GP entity
EXPONENT PRIVATE EQUITY GP OF GP LIMITED,05152985,active,ltd,,14-06-2004,14-06-2004,[66300],30 Broadwick Street London England W1F 8JB,name pattern: GP entity
SYNOVA CAPITAL GP 6 LIMITED,12016643,active,ltd,,24-05-2019,24-05-2019,[66300],3rd Floor 45 Mortimer Street London United Kingdom W1W 8HJ,name pattern: GP entity
ALFA8 INVESTMENTS LIMITED,15593206,active,ltd,,25-03-2024,25-03-2024,[66300],42 New Broad Street London United Kingdom EC2M 1JD,only SIC 66300 + incorporated 2024 or later
EMERGE VENTURE PARTNERS (GENERAL PARTNER) II LIMITED,14302903,active,ltd,,17-08-2022,17-08-2022,[66300],Jisc London United Kingdom EC4A 1BW,name pattern: roman-numeral fund series suffix
SCF OXFORD (GP) LIMITED,SC699497,active,ltd,,21-05-2021,21-05-2021,[66300],50 Lothian Road Edinburgh Scotland EH3 9WJ,name pattern: GP entity
KFIM GP 1957 LIMITED,14120718,active,ltd,,20-05-2022,20-05-2022,[66300],"Kfim Llp 7th Floor,  Saddlers House London England EC2V 6BR",name pattern: GP entity
PANTHEON JASMIN GP LTD,14248793,active,ltd,,21-07-2022,21-07-2022,[66300],10 Finsbury Square London United Kingdom EC2A 1AF,name pattern: GP entity
FORE TAURUS GP LIMITED,11388373,active,ltd,,30-05-2018,30-05-2018,[66300],"C/O Goringe Accountants Ltd,  Waterside,  1650 Arlington Business Park Reading United Kingdom RG7 4SA",name pattern: GP entity
REGENERATIO LTD,15794229,active,ltd,,22-06-2024,22-06-2024,[66300],23 Ferncroft Avenue London England NW3 7PG,only SIC 66300 + incorporated 2024 or later
VIRID PARTNERS LIMITED,15797904,active,ltd,,23-06-2024,23-06-2024,[66300],2 Maple Court Macclesfield United Kingdom SK10 1JE,only SIC 66300 + incorporated 2024 or later
SUMMA EQUITY ADVISORY LTD.,15810685,active,ltd,,01-07-2024,01-07-2024,[66300],1 Chapel Street Warwick United Kingdom CV34 4HL,only SIC 66300 + incorporated 2024 or later
SPE SELECT UK GP IV LIMITED,13165118,active,ltd,,28-01-2021,28-01-2021,[66300],2nd Floor 37 Upper Brook Street London United Kingdom W1K 7PR,name pattern: GP entity
L9 INVESTMENT HOLDINGS GP LIMITED,SC480764,active,ltd,,25-06-2014,25-06-2014,[66300],50 Lothian Road Edinburgh EH3 9WJ,name pattern: GP entity
BGF IRELAND NOMINEES LIMITED,10657185,active,ltd,,07-03-2017,07-03-2017,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,name pattern: nominee entity
ALCUIN GP LIMITED,06442276,active,ltd,,30-11-2007,30-11-2007,[66300],75 Knightsbridge London England SW1X 7BF,name pattern: GP entity
OMP (GP) LIMITED,SC344934,active,ltd,,25-06-2008,25-06-2008,[66300],50 Lothian Road Edinburgh EH3 9WJ,name pattern: GP entity
COACH HOUSE SETTLEMENT (NO 4) GP LIMITED,12500540,active,ltd,,05-03-2020,05-03-2020,[66300],White House Church Lane Winchester England SO21 2NJ,name pattern: GP entity
HUGGIN CAPITAL GROUP LTD,15830824,active,ltd,,10-07-2024,10-07-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
API JEWSONS LIMITED,15823339,active,ltd,,08-07-2024,08-07-2024,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
FSE SWIF DEBT GP LIMITED,14583526,active,ltd,,10-01-2023,10-01-2023,[66300],"First Floor,  Linea House Fleet England GU51 2UZ",name pattern: GP entity
VGC MEMBER I LIMITED,11055600,active,ltd,,09-11-2017,09-11-2017,[66300],201 Great Portland Street London England W1W 5AB,name pattern: roman-numeral fund series suffix
MENA INVESTMENT PARTNERS GP LIMITED,12100611,active,ltd,,12-07-2019,12-07-2019,[66300],95 Chancery Lane London England WC2A 1DT,name pattern: GP entity
RCBIM NOMINEES LIMITED,07161397,active,ltd,,17-02-2010,17-02-2010,[66300],1 The Square Bristol BS1 6DG,name pattern: nominee entity
BGF UKEF 2 GP LIMITED,13995639,active,ltd,,22-03-2022,22-03-2022,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,name pattern: GP entity
BGF UK ENTERPRISE FUND 1 GP LIMITED,12837188,active,ltd,,25-08-2020,25-08-2020,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,name pattern: GP entity
IQ CAPITAL PARTNERS GP SPV LIMITED,13573988,active,ltd,,19-08-2021,19-08-2021,[66300],45 Whitfield Street London England W1T 4HD,name pattern: GP entity
RUTLAND HOLDCO LIMITED,04970968,active,ltd,,20-11-2003,20-11-2003,[66300],Thomas House London England SW1V 1PX,name pattern: holdco
RTP GLOBAL RE INVESTMENTS CARRY GP LIMITED,SC638956,active,ltd,,15-08-2019,15-08-2019,[66300],5 South Charlotte Street Edinburgh Scotland EH2 4AN,name pattern: GP entity
HABROK CAPITAL LIMITED,15911637,active,ltd,,22-08-2024,22-08-2024,[66300],C/O Buzzacott Llp London United Kingdom EC2V 6DL,only SIC 66300 + incorporated 2024 or later
ELYSIAN CAPITAL GP (ENGLAND) LIMITED,09303998,active,ltd,,10-11-2014,10-11-2014,[66300],1 Southampton Street London WC2R 0LR,name pattern: GP entity
STONEHAVEN CAPITAL LTD,15647725,active,ltd,,15-04-2024,15-04-2024,[66300],Suite 2b Hamilton Court House Westbourne United Kingdom BH4 8DT,only SIC 66300 + incorporated 2024 or later
IFM FINTECH OPPORTUNITIES II GP LIMITED,11592245,active,ltd,,27-09-2018,27-09-2018,"[64303, 66300]",404 The Frames London United Kingdom EC2A 4PS,name pattern: GP entity
"COLUMBIA LAKE PARTNERS GROWTH LENDING (HOLDINGS SUB), LIMITED",09152444,active,ltd,,,29-07-2014,[66300],6 Windmill Rise Kingston Upon Thames England KT2 7TU,name pattern: holdings sub-entity
KEY CAPITAL PARTNERS IX (NOMINEES) LIMITED,15799944,active,ltd,,24-06-2024,24-06-2024,[66300],13 Park Place Leeds United Kingdom LS1 2SJ,name pattern: nominee entity
GREENLANE INVESTMENT MANAGEMENT LTD,15781968,active,ltd,,16-06-2024,16-06-2024,[66300],9 Argyll Street London England W1F 7TG,only SIC 66300 + incorporated 2024 or later
LIVINGBRIDGE ENTERPRISE GP LIMITED,09758974,active,ltd,,02-09-2015,02-09-2015,[66300],100 Wood Street London United Kingdom EC2V 7AN,name pattern: GP entity
NSS HEALTHCARE 1 LTD,15937592,active,ltd,,05-09-2024,05-09-2024,[66300],Eagle House First Floor London England W1F 9BQ,only SIC 66300 + incorporated 2024 or later
SLINGSHOT THERAPEUTICS LIMITED,15877851,active,ltd,,05-08-2024,05-08-2024,[66300],Burnham House Splash Lane Huntingdon England PE28 2AF,only SIC 66300 + incorporated 2024 or later
PARTY BEAR,15403739,active,private-unlimited,,10-01-2024,10-01-2024,[66300],Saffery Llp Trinity Manchester United Kingdom M2 6HY,only SIC 66300 + incorporated 2024 or later
BGF CO-INVEST GP LIMITED,15157065,active,ltd,,22-09-2023,22-09-2023,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,name pattern: GP entity
PARK AVENUE NOMINEES LIMITED,15200402,active,ltd,,10-10-2023,10-10-2023,[66300],49 Wood Vale London United Kingdom SE23 3DT,name pattern: nominee entity
LONDON LGPS CIV GP LIMITED,12981969,active,ltd,,28-10-2020,28-10-2020,[66300],22 Lavington Street 4th Floor London England SE1 0NZ,name pattern: GP entity
SEEDCAMP VI (SCOT) LIMITED,SC744406,active,ltd,,14-09-2022,14-09-2022,[66300],50 Lothian Road Edinburgh Scotland EH3 9WJ,name pattern: roman-numeral fund series suffix
GATEWAY SEED II (SCOT) LTD,SC719800,active,ltd,,14-01-2022,14-01-2022,[66300],"4th Floor,  115 George Street Edinburgh United Kingdom EH2 4JN",name pattern: roman-numeral fund series suffix
EBS ASSET MANAGEMENT GROUP LTD,15858359,active,ltd,,25-07-2024,25-07-2024,[66300],"15 Wheelwrights Way Old Stratford,  Milton Keynes England MK19 6NY",only SIC 66300 + incorporated 2024 or later
EQUITIX ENERGY EFFICIENT EPS GP 1 LIMITED,SC428478,active,ltd,,17-07-2012,17-07-2012,[66300],Citypoint Edinburgh Scotland EH12 5HD,name pattern: GP entity
ORTHOGONAL INVESTMENT LTD,15838898,active,ltd,,15-07-2024,15-07-2024,[66300],243 East End Road London United Kingdom N2 8AY,only SIC 66300 + incorporated 2024 or later
BLUETRAIN CAPITAL LIMITED,15494726,active,ltd,,16-02-2024,16-02-2024,[66300],58 Grosvenor Street London England W1K 3JB,only SIC 66300 + incorporated 2024 or later
DEMOCRACY X LIMITED,13721096,active,ltd,,03-11-2021,03-11-2021,"[64191,66110, 66300]",128 City Road London United Kingdom EC1V 2NX,name pattern: roman-numeral fund series suffix
AVIVA INVESTORS CTF HOLDCO 1 LIMITED,13805599,active,ltd,,17-12-2021,17-12-2021,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: holdco
IQCP V C1 LIMITED,15887204,active,ltd,,09-08-2024,09-08-2024,[66300],45 Whitfield Street London England W1T 4HD,only SIC 66300 + incorporated 2024 or later
IQCP V A2 LIMITED,15887202,active,ltd,,09-08-2024,09-08-2024,[66300],45 Whitfield Street London England W1T 4HD,only SIC 66300 + incorporated 2024 or later
QUOIT CAPITAL LTD,15895284,active,ltd,,13-08-2024,13-08-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
PARMENION NOMINEES LIMITED,05988005,active,ltd,,03-11-2006,03-11-2006,[66300],Aurora (3rd Floor) Finzels Reach Bristol United Kingdom BS1 6BX,name pattern: nominee entity
FINANCE DURHAM GP LIMITED,10704762,active,ltd,,03-04-2017,03-04-2017,[66300],6th Floor Saddlers House London England EC2V 6BR,name pattern: GP entity
MAVEN NEDF GP LIMITED,11279728,active,ltd,,28-03-2018,28-03-2018,[66300],"6th Floor,  Saddlers House London England EC2V 6BR",name pattern: GP entity
SEGADA MASTER UK HOLDCO LIMITED,14272981,active,ltd,,03-08-2022,03-08-2022,[66300],Third Floor Exchange Tower London United Kingdom E14 9GE,name pattern: holdco
COURTIERS ISA NOMINEE LIMITED,04858338,active,ltd,,06-08-2003,06-08-2003,[66300],18a Hart Street Oxfordshire RG9 2AU,name pattern: nominee entity
CARDALE NOMINEES LIMITED,04731286,active,ltd,,11-04-2003,11-04-2003,[66300],2 Cardale Park Harrogate England HG3 1RY,name pattern: nominee entity
VALORI ADVISORY LTD,16047678,active,ltd,,29-10-2024,29-10-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
GALILEO II LIMITED,15237252,active,ltd,,26-10-2023,26-10-2023,"[66300, 70221]",C/O Tmf Group 13th Floor London United Kingdom EC2R 7HJ,name pattern: roman-numeral fund series suffix
NEXT WAVE PARTNERS GP LIMITED,05987738,active,ltd,,03-11-2006,03-11-2006,[66300],87-89 Baker Street London United Kingdom W1U 6RJ,name pattern: GP entity
MAN ASSET MANAGEMENT LIMITED,15600440,active,ltd,,28-03-2024,28-03-2024,[66300],58 Marksbury Avenue Richmond England TW9 4JF,only SIC 66300 + incorporated 2024 or later
PACE BIDCO LIMITED,09213529,active,ltd,,11-09-2014,11-09-2014,[66300],"3rd Floor,  South Building,  London England EC1A 4HD",name pattern: bidco
ASSET FINANCE HOLDCO LIMITED,11590363,active,ltd,,26-09-2018,26-09-2018,[66300],3rd Floor 22 Old Bond Street London England W1S 4PY,name pattern: holdco
BLC II GP MEMBER LTD,13233722,active,ltd,,27-02-2021,27-02-2021,[66300],25 Southampton Buildings London United Kingdom WC2A 1AL,name pattern: GP entity
ICG EFV MLP GP LIMITED,07758327,active,ltd,,31-08-2011,31-08-2011,[66300],Procession House London EC4M 7JW,name pattern: GP entity
UCI GP LIMITED,NI614689,active,ltd,,27-09-2012,27-09-2012,[66300],6th Floor Glengall Exchange Belfast Northern Ireland BT12 5AB,name pattern: GP entity
FIRSTGROUP PENSION GP LIMITED,13793855,active,ltd,,10-12-2021,10-12-2021,[66300],"8th Floor,  The Point London United Kingdom W2 1AF",name pattern: GP entity
FIRST BUS PENSION GP LIMITED,13793860,active,ltd,,10-12-2021,10-12-2021,[66300],"8th Floor,  The Point London United Kingdom W2 1AF",name pattern: GP entity
JL EQUITY GROUP LTD.,16021581,active,ltd,,16-10-2024,16-10-2024,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
UCI GP II LIMITED,NI653919,active,ltd,,22-06-2018,22-06-2018,[66300],6th Floor Glengall Exchange Belfast Northern Ireland BT12 5AB,name pattern: GP entity
PLAYING FIELD GP LIMITED,16017113,active,ltd,,14-10-2024,14-10-2024,"[66300, 90020]",124 Finchley Road London United Kingdom NW3 5JS,name pattern: GP entity
ZARIBA HOLDINGS,16018318,active,private-unlimited,,15-10-2024,15-10-2024,[66300],180 Blythe Road London W14 0HD,only SIC 66300 + incorporated 2024 or later
ASGA GLOBAL TIMBERLAND AND FARMLAND GP LIMITED,10648507,active,ltd,,02-03-2017,02-03-2017,[66300],Level 6 Duo London England EC2M 4RB,name pattern: GP entity
IAE DENMARK LIMITED,15945892,active,ltd,,09-09-2024,09-09-2024,[66300],C/O Alter Domus 10th Floor London United Kingdom EC3A 8BF,only SIC 66300 + incorporated 2024 or later
WEALTHN3ST LTD,16029163,active,ltd,,20-10-2024,20-10-2024,[66300],16 Ascot Gardens Southall United Kingdom UB1 2RZ,only SIC 66300 + incorporated 2024 or later
TRIPLE POINT GP LTD,16032300,active,ltd,,21-10-2024,21-10-2024,[66300],1 King William Street London United Kingdom EC4N 7AF,name pattern: GP entity
SURE VALLEY NOMINEE LIMITED,13691530,active,ltd,,20-10-2021,20-10-2021,[66300],International House London England EC3V 3NG,name pattern: nominee entity
ERBJ INVESTMENTS LTD,16035755,active,ltd,,23-10-2024,23-10-2024,[66300],71 Wheeleys Road Birmingham England B15 2LN,only SIC 66300 + incorporated 2024 or later
OC I ENGCO LIMITED,16036188,active,ltd,,23-10-2024,23-10-2024,[66300],First Floor 1 Des Roches Square Witney United Kingdom OX28 4BE,only SIC 66300 + incorporated 2024 or later
AGI INVESTMENTS NO4 LIMITED,16084963,active,ltd,,18-11-2024,18-11-2024,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
AGI INVESTMENTS NO2 LIMITED,16084987,active,ltd,,18-11-2024,18-11-2024,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
AGI INVESTMENTS NO5 LIMITED,16086385,active,ltd,,18-11-2024,18-11-2024,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
OMSZ LIMITED,16089538,active,ltd,,19-11-2024,19-11-2024,[66300],6th Floor Charlotte Building London United Kingdom W1T 1QL,only SIC 66300 + incorporated 2024 or later
IFM GLOBAL INFRASTRUCTURE (UK) GP LIMITED,06547980,active,ltd,,28-03-2008,28-03-2008,[66300],2 London Wall Place London England EC2Y 5AU,name pattern: GP entity
AGI INVESTMENTS NO6 LIMITED,16085341,active,ltd,,18-11-2024,18-11-2024,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
B & PD GP LIMITED,SC684475,active,ltd,,24-12-2020,24-12-2020,[66300],61 Dublin Street Edinburgh Scotland EH3 6NL,name pattern: GP entity
CORNERSTONE GP HOLDINGS LIMITED,13864570,active,ltd,,21-01-2022,21-01-2022,[66300],10 Orange Street London United Kingdom WC2H 7DQ,name pattern: GP entity
HAYCOCK FINANCIAL PLANNING LIMITED,16094501,active,ltd,,21-11-2024,21-11-2024,[66300],21 Blackwell Road Birmingham England B45 8BT,only SIC 66300 + incorporated 2024 or later
ILLUMINATE EARLY GROWTH GP LTD,15307516,active,ltd,,24-11-2023,24-11-2023,"[64303, 66300]",404 The Frames London United Kingdom EC2A 4PS,name pattern: GP entity
SAB CAPITAL LTD,16106198,active,ltd,,27-11-2024,27-11-2024,[66300],35 Church Road London England SW13 9HQ,only SIC 66300 + incorporated 2024 or later
EQUITIX INITIAL GP LIMITED,12925808,active,ltd,,03-10-2020,03-10-2020,[66300],"3rd Floor,  South Building London United Kingdom EC1A 4HD",name pattern: GP entity
RJD GENERAL PARTNER III LIMITED,09468809,active,ltd,,03-03-2015,03-03-2015,[66300],Rjd Partners Limited London England W1W 6XX,name pattern: roman-numeral fund series suffix
"HOXTON VENTURES II, (SCOT) LTD",SC585595,active,ltd,,,15-01-2018,[66300],50 Lothian Road Edinburgh Scotland EH3 9WJ,name pattern: roman-numeral fund series suffix
"HPS INVESTMENT PARTNERS (UK) II, LTD.",06450731,active,ltd,,,11-12-2007,[66300],"N2,  Floor 10 9 Bressenden Place London England SW1E 5BY",name pattern: roman-numeral fund series suffix
KEY CAPITAL PARTNERS (NOMINEES) LIMITED,06357261,active,ltd,,31-08-2007,31-08-2007,[66300],13 Park Place Leeds England LS1 2SJ,name pattern: nominee entity
MVM (GP) (NO.5B) LIMITED,07033935,active,ltd,,29-09-2009,29-09-2009,[66300],38 Wigmore Street London England W1U 2RU,name pattern: GP entity
DREOF II UK MERIDIA HOLDINGS II LIMITED,09973532,active,ltd,,27-01-2016,27-01-2016,[66300],45 45 Pall Mall London United Kingdom SW1Y 5JG,name pattern: roman-numeral fund series suffix
VANEX GROUPS LIMITED,16106925,active,ltd,,28-11-2024,28-11-2024,[66300],30 St. Mary Axe London England EC3A 8BF,only SIC 66300 + incorporated 2024 or later
PLUVIA INVESTMENTS LIMITED,16213999,active,ltd,,28-01-2025,28-01-2025,[66300],20 Wenlock Road London England N1 7GU,only SIC 66300 + incorporated 2024 or later
BOOST CAPITAL PARTNERS GP I LIMITED,14665245,active,ltd,,15-02-2023,15-02-2023,[66300],"Unit D,  Heathmans House London United Kingdom SW6 4TJ",name pattern: GP entity
CHS UK MANCO LIMITED,15911986,active,ltd,,22-08-2024,22-08-2024,[66300],"Duo,  Level 6 London England EC2M 4RB",only SIC 66300 + incorporated 2024 or later
NEWMARKET IM UK LTD,15420838,active,ltd,,17-01-2024,17-01-2024,[66300],"Suite 1,  7th Floor 50 Broadway London United Kingdom SW1H 0DB",only SIC 66300 + incorporated 2024 or later
LVP SEED (TRUSTEE) II LIMITED,16237626,active,ltd,,07-02-2025,07-02-2025,[66300],25 Eccleston Place London England SW1W 9NF,name pattern: roman-numeral fund series suffix
CAPUMBRELLA LTD,16176616,active,ltd,,10-01-2025,10-01-2025,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
LULWORTH INVESTMENT MANAGEMENT LTD,15813035,active,ltd,,01-07-2024,01-07-2024,[66300],Temple Chambers London England EC4Y 0DT,only SIC 66300 + incorporated 2024 or later
URBAN VISTA INVESTMENTS LTD,16165001,active,ltd,,06-01-2025,06-01-2025,[66300],797 Harrow Road Sudbury Town Wembley United Kingdom HA0 2LP,only SIC 66300 + incorporated 2024 or later
ANGELS UNLEASHED NOMINEES LIMITED,10139550,active,ltd,,21-04-2016,21-04-2016,[66300],Suite 207 Equitable House 7 General Gordon Square London England SE18 6FH,name pattern: nominee entity
DTZI CO-INVESTMENT GP LIMITED,10780442,active,ltd,,19-05-2017,19-05-2017,[66300],125 Old Broad Street London England EC2N 1AR,name pattern: GP entity
RIVERSTONE CAPITAL GROUP LTD,16014522,active,ltd,,13-10-2024,13-10-2024,[66300],2b-2c Deerbrook Road London England SE24 9BE,only SIC 66300 + incorporated 2024 or later
ETHOS PORTFOLIO CONSULTANTS LIMITED,15986859,active,ltd,,30-09-2024,30-09-2024,[66300],3rd Floor 1 Earlham Street London United Kingdom WC2H 9LL,only SIC 66300 + incorporated 2024 or later
27FOUR (UK) LTD,15947372,active,ltd,,10-09-2024,10-09-2024,[66300],"C/O Windsor House Station Court,  Station Road Cambridge United Kingdom CB22 5NE",only SIC 66300 + incorporated 2024 or later
BLAISE (TOPCO) LIMITED,12903298,active,ltd,,24-09-2020,24-09-2020,[66300],Burdett House London England WC2N 6DU,name pattern: topco
SIMPLY AFFORDABLE HOMES 2 GP LIMITED,14682674,active,ltd,,22-02-2023,22-02-2023,[66300],33 Margaret Street London United Kingdom W1G 0JD,name pattern: GP entity
PIPER PE V GP COMPANY LIMITED,SC389814,active,ltd,,02-12-2010,02-12-2010,[66300],50 Lothian Road Edinburgh EH3 9WJ,name pattern: GP entity
NESTA GP LIMITED,08231985,active,ltd,,27-09-2012,27-09-2012,[66300],58 Victoria Embankment London England EC4Y 0DS,name pattern: GP entity
WELLTHEX LTD,16641176,active,ltd,,11-08-2025,11-08-2025,[66300],65 London Wall London England EC2M 5TU,only SIC 66300 + incorporated 2024 or later
BESTCHANGE LTD,16684395,active,private-limited-guarant-nsc,,01-09-2025,01-09-2025,[66300],164 Sutherland Avenue London England W9 1HR,only SIC 66300 + incorporated 2024 or later
NEOMINEX LTD,16685063,active,ltd,,01-09-2025,01-09-2025,[66300],22 Gilbert Street London England W1K 5EJ,only SIC 66300 + incorporated 2024 or later
AMPLITUDE MIDCO LIMITED,16558793,active,ltd,,03-07-2025,03-07-2025,[66300],Unit 1 Kembrey Street Swindon England SN2 8UY,name pattern: midco
MORNING SUN INVESTMENT MANAGEMENT LIMITED,16687490,active,ltd,,02-09-2025,02-09-2025,[66300],82a James Carter Road Mildenhall United Kingdom IP28 7DE,only SIC 66300 + incorporated 2024 or later
CC CAPITAL LONDON LTD,16565608,active,ltd,,07-07-2025,07-07-2025,[66300],79 Cissbury Ring South London England N12 7BJ,only SIC 66300 + incorporated 2024 or later
STORM CAPITAL GROWTH LTD,SC854523,active,ltd,,03-07-2025,03-07-2025,[66300],7 Broomknowe Dalmellington United Kingdom KA6 7RL,only SIC 66300 + incorporated 2024 or later
305 INVESTMENTS (LONDON) LTD,15852386,active,ltd,,22-07-2024,22-07-2024,[66300],9 Hambling Place Dunstable England LU6 1PP,only SIC 66300 + incorporated 2024 or later
CLEARSTOCK CAPITAL LTD,16654037,active,ltd,,15-08-2025,15-08-2025,[66300],82 Knowsley Road London England SW11 5BL,only SIC 66300 + incorporated 2024 or later
IDESE INVESTMENTS LIMITED,16657899,active,ltd,,18-08-2025,18-08-2025,[66300],24 Milner Square London England N1 1TL,only SIC 66300 + incorporated 2024 or later
D&CL FAMILY INVESTMENT COMPANY,NI732602,active,private-unlimited,,22-08-2025,22-08-2025,[66300],Gatelodge Cottage Downpatrick BT30 9BL,only SIC 66300 + incorporated 2024 or later
FEF FINANCING LIMITED,15718618,active,ltd,,14-05-2024,14-05-2024,[66300],3rd Floor 86 - 90 Paul Street London England EC2A 4NE,only SIC 66300 + incorporated 2024 or later
AIKA ASSET MANAGEMENT LIMITED,16692252,active,ltd,,03-09-2025,03-09-2025,[66300],38 Whitfield Road London England E6 1AS,only SIC 66300 + incorporated 2024 or later
THE TABLE MANAGEMENT COMPANY LIMITED,16330317,active,ltd,,20-03-2025,20-03-2025,[66300],19-20 Bourne Court Southend Road Woodford Green England IG8 8HD,only SIC 66300 + incorporated 2024 or later
PASSION ASSETS CAPITAL PARTNERS LTD,16700777,active,ltd,,08-09-2025,08-09-2025,[66300],4 Ingate Place London England SW8 3NS,only SIC 66300 + incorporated 2024 or later
AI BTC TRADE LTD,16696025,active,ltd,,04-09-2025,04-09-2025,[66300],56 Victoria Street London England SW1E 6QW,only SIC 66300 + incorporated 2024 or later
FUNDACO DE AJUDA PARA MULHERES E CRIANCAS LIMITED,16672748,active,private-limited-guarant-nsc,,26-08-2025,26-08-2025,[66300],10-16 Tiller Road London England E14 8PX,only SIC 66300 + incorporated 2024 or later
